Filename,Category,Summary
resume_1.txt,Objective,ডাটাবেস ইঞ্জিনিয়ার হিসেবে ডায়নামিক টিমে অভিজ্ঞতা সম্পন্ন সফ্টওয়্যার ইঞ্জিনিয়ার হিসেবে কাজ করে জাভা ও স্প্রিং ফ্রেমওয়ার্কের দক্ষতা ব্যবহার করে প্রতিষ্ঠানের সাফল্যে অবদান রাখতে চাই।
resume_1.txt,Experience,ডাটা সলিউশনস লিমিটেডে সিনিয়র সফ্টওয়্যার ইঞ্জিনিয়ার হিসেবে মাইক্রোসার্ভিস আর্কিটেকচার ব্যবহার করে স্কেলেবল ব্যাকএন্ড সিস্টেম ডিজাইন ও ডেভেলপমেন্টে অভিজ্ঞতা অর্জন করেছেন।
resume_1.txt,Education,প্রার্থী ২০১৪ থেকে ২০১৮ পর্যন্ত বাংলাদেশ ইউনিভার্সিটি অফ ইঞ্জিনিয়ারিং অ্যান্ড টেকনোলজি থেকে কম্পিউটার সায়েন্স ও ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৭৫ অর্জন করেছেন।
resume_1.txt,Skill,"প্রার্থী জাভা, পাইথন ও সি++ প্রোগ্রামিং ভাষায় পারদর্শী এবং স্প্রিং বুট, হাইবারনেট ও ডজঙ্গো ফ্রেমওয়ার্কে দক্ষ। তিনি MySQL, PostgreSকিউL এবং MongoDB ব্যবহার করে ডাটাবেজ তৈরি করতে পারদর্শী। এছাড়া Git, Docker, Jenkins, Maven ইত্যাদি টুলস ব্যবহার করে ডেটাবেস পরিচালনা করতে সক্ষম।"
resume_10.txt,Objective,প্রার্থী দক্ষ ও স্কেলযোগ্য সফটওয়্যার সমাধান তৈরি করে প্রতিষ্ঠানের প্রযুক্তিগত চ্যালেঞ্জ মোকাবেলা করতে ইচ্ছুক। ব্যবসায়িক লক্ষ্য অর্জনে গুরুত্বপূর্ণ ভূমিকা পালন করতে চান।
resume_10.txt,Experience,ডেটা ইঞ্জিনিয়ার হিসেবে টেক গার্ডেন সফটওয়্যারে জুনিয়র সফটওয়্যার ইঞ্জিনিয়ার হিসেবে পাইথন ও জ্যাঙ্গো ফ্রেমওয়ার্ক ব্যবহার করে ব্যাকএন্ড ফিচার ডেভেলপ করছেন। পূর্বে টেক গার্ডেন সফটএ জুনিয়র সফটওয়্যার ডেভেলপার হিসেবে অ্যাপ ডেভেলপমেন্টে অভিজ্ঞতা অর্জন করেছেন।
resume_10.txt,Education,প্রার্থী ২০১৫ থেকে ২০১৯ পর্যন্ত ইডেন মহিলা কলেজ থেকে কম্পিউটার সায়েন্স ও ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৫০ অর্জন করেছেন।
resume_10.txt,Skill,"প্রার্থী পাইথন, জ্যাঙ্গো এবং জাভা (বেসিক) ব্যবহার করে ব্যাকএন্ড ডেভেলপমেন্টে পারদর্শী এবং ফ্রন্টএন্ডে জাভাস্ক্রিপ্ট ও রিঅ্যাক্ট জেএস (বেসি) দিয়ে ফ্রন্টএন্ড তৈরি করতে পারদর্শী। পোস্টগ্রেসকিউএল ও মাইএসকিউএল ডেটাবেজ পরিচালনা করেন। রেস্টফুল এপিআই ডিজাইনে অভিজ্ঞতা রয়েছে।"
resume_100.txt,Objective,প্রার্থী ডেভঅপ্স ইঞ্জিনিয়ার হিসেবে ক্লাউড টেকনোলজি ও কন্টেইনারাইজেশন ব্যবহার করে ডিপ্লয়মেন্ট প্রক্রিয়া সহজ ও দ্রুততর করতে চান।
resume_100.txt,Experience,"প্রার্থী জুনিয়র ডেভঅপ্স ইঞ্জিনিয়ার হিসেবে ক্লাউডটেক লিমিটেডে ডকার ব্যবহার করে কন্টেইনারাইজেশন, জেনকিন্স ব্যবহার করে সিআই/সিডি পাইপলাইন স্থাপন এবং রক্ষণাবেক্ষণের দায়িত্ব পালন করছেন।"
resume_100.txt,Education,প্রার্থী আমেরিকান ইন্টারন্যাশনাল ইউনিভার্সিটিবাংলাদেশ থেকে ২০১৮ থেকে ২০২২ পর্যন্ত কম্পিউটার সায়েন্স ও ইঞ্জিনিয়ারিং-এ বি.এসসি সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৩৮ অর্জন করেছেন।
resume_100.txt,Skill,"ডাটাবেস পরিচালনায় ডকার ও জেনকিন্স দক্ষতা রয়েছে। তিনি AWS (EC2, S3) পরিচালনা করতে পারদর্শী।"
resume_11.txt,Objective,"প্রার্থী স্কেলেবল ডেটা পাইপলাইন নির্মাণ, ইনফ্রাস্ট্রাকচার ডেভেলপমেন্ট এবং বৃহৎ ডেটাসেট প্রক্রিয়াকরণের মাধ্যমে প্রতিষ্ঠানের ডেটাচালিত সিদ্ধান্ত গ্রহণে গুরুত্বপূর্ণ ভূমিকা রাখতে চান।"
resume_11.txt,Experience,"ডাটা ইঞ্জিনিয়ার হিসেবে টেক ফ্লো সলিউশনসে ডেটা ইঞ্জিনিয়ার হিসেবে পাইথন ও অ্যাপাচি স্পার্ক ব্যবহার করে ইটিএল পাইপলাইন ডিজাইন ও ডেভেলপ করেছেন, যার মাধ্যমে ডেটা প্রসেসিং সময় ৩০% কমিয়েছেন।"
resume_11.txt,Education,প্রার্থী ২০১২ থেকে ২০১৬ পর্যন্ত ড্যাফোডিল ইন্টারন্যাশনাল ইউনিভার্সিটি থেকে কম্পিউটার সায়েন্স ও ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৩০ অর্জন করেছেন।
resume_11.txt,Skill,"প্রার্থী পাইথন (প্যান্ডাস, নামপাই), এসকিউএল ও বাশ প্রোগ্রামিং ভাষায় পারদর্শী এবং অ্যাপাচি স্পার্ক, হাডুপ (বেসিক) ও হাডুপের বিগ ডেটা টেকনোলজিতে দক্ষ। PostgreSQL, MySQLE ও মঙ্গোডিবি ডেটাবেজ পরিচালনা করতে পারদর্শী।"
resume_12.txt,Objective,প্রার্থী হেলথকেয়ার ও ফার্মেসি ম্যানেজমেন্ট সিস্টেম উন্নয়নের মাধ্যমে রোগীর সেবা উন্নত করতে ইচ্ছুক। ওষুধ ব্যবস্থাপনা প্রক্রিয়ায় ডিজিটালাইজেশনে গুরুত্বপূর্ণ ভূমিকা পালন করতে চান।
resume_12.txt,Experience,"প্রার্থী সফটওয়্যার ইঞ্জিনিয়ার (হেলথটেক) হিসেবে কেয়ার হাসপাতাল লিমিটেডে সফটওয়্যার ইঞ্জিনিয়ার হিসেবে পাইথন ও জ্যাঙ্গো ব্যবহার করে ফার্মেসি ম্যানেজমেন্ট সিস্টেম তৈরি করেছেন, যা ইনভেন্টরি ট্র্যাকিং ও অটোমেটেড রি-অর্ডারিং সক্ষম করে।"
resume_12.txt,Education,প্রার্থী ২০১৩ থেকে ২০১৭ পর্যন্ত ঢাকা বিশ্ববিদ্যালয় থেকে বি. ফার্ম (অনার্স) সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৪০ অর্জন করেছেন।
resume_12.txt,Skill,"প্রার্থী পাইথন, জ্যাঙ্গো এবং জাভা (বেসিক) ব্যাকএন্ডে পারদর্শী এবং ফ্রন্টএন্ডে জাভাস্ক্রিপ্ট ও রিঅ্যাক্ট জেএস ব্যবহার করে ফ্রন্টএন্ড ডেভেলপমেন্টে পারদর্শী। মাইএসকিউএল ও পোস্টগ্রেসকিউএল ডেটাবেজে ডেটাবেজ পরিচালনা করতে পারদর্শী। এছাড়া রেস্টফুল এপিআই ডিজাইনে দক্ষ।"
resume_13.txt,Objective,প্রার্থী শিক্ষার্থীদের জন্য ইন্টারেক্টিভ লার্নিং প্ল্যাটফর্ম ও মূল্যায়ন টুল তৈরি করতে ইচ্ছুক। আধুনিক শিক্ষা ব্যবস্থার ডিজিটাল রূপান্তরে গুরুত্বপূর্ণ ভূমিকা পালন করতে চান।
resume_13.txt,Experience,প্রার্থী সফটওয়্যার ইঞ্জিনিয়ার (এডটেক) হিসেবে সানশাইন প্রিপারেটরি স্কুলে সফটওয়্যার ইঞ্জিনিয়ার হিসেবে রিঅ্যাক্ট জেএস ও নেক্সট জেএস ব্যবহার করে প্রাথমিক শিক্ষার্থীদের ইন্টারেক্টিভ লার্নিং ম্যানেজমেন্ট সিস্টেম (LMS) তৈরি করেছেন। পূর্বে সানশাইন প্রিপেরেটরি স্কুল-এ ইন্টার্নশিপের সময় রিয়েলঅ্যাক্ট জ্যাস ও নেক্সটজেএস দিয়ে প্রাথমিক শিক্ষার্থীদের ইন্টিগ্রেশন ম্যানেজমেন্ট সিস্টেম এবং LMS ডেভেলপ করেছেন।
resume_13.txt,Education,প্রার্থী ২০২২ সালে ইনস্টিটিউট অফ ইনফরমেশন টেকনোলজি (আইআইটি) থেকে সফটওয়্যার ডেভেলপমেন্টে পেশাদার সার্টিফিকেট অর্জন করেছেন। তিনি প্রাথমিক শিক্ষা বিষয়ে বি.এড (প্রাথমিক শিক্ষা) সম্পন্ন করেছেন।
resume_13.txt,Skill,"প্রার্থী জাভাস্ক্রিপ্ট, রিঅ্যাক্ট জেএস ও নেক্সট জেএস ব্যবহার করে ব্যাকএন্ড ডেভেলপমেন্টে পারদর্শী এবং ব্যাকএন্ডে পাইথন ও জ্যাঙ্গো দিয়ে ব্যাকএন্ড তৈরি করতে পারদর্শী। পোস্টগ্রেসকিউএল ও ডায়নামোবিডি ডেটাবেজ পরিচালনা করেন। রেস্টফুল এপিআই ডিজাইনে অভিজ্ঞতা রয়েছে।"
resume_14.txt,Objective,প্রার্থী ব্যাংকিং অপারেশন ও ফাইন্যান্সিয়াল সার্ভিসের স্কেলেবল ও সুরক্ষিত সফটওয়্যার সমাধান তৈরি করতে ইচ্ছুক। এই লক্ষ্য অর্জনের মাধ্যমে ব্যাংকিং খাতের ডিজিটাল রূপান্তরে গুরুত্বপূর্ণ ভূমিকা রাখতে চান।
resume_14.txt,Experience,"প্রার্থী সফটওয়্যার ইঞ্জিনিয়ার (ফাইনটেক) হিসেবে সাউথইস্ট ব্যাংক লিমিটেডে সফটওয়্যার ইঞ্জিনিয়ার হিসেবে জাভা ও স্প্রিং বুট ব্যবহার করে লোন ম্যানেজমেন্ট সিস্টেম তৈরি করেছেন, যেখানে লোন অ্যাপ্লিকেশন প্রসেসিং ও ভেরিফিকেশন অটোমেটেড করা হয়েছে।"
resume_14.txt,Education,প্রার্থী ২০১৬ থেকে ২০১৮ পর্যন্ত ব্র্যাক ইউনিভার্সিটি থেকে ফাইন্যান্সে এমবিএ সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৪৫ অর্জন করেছেন।
resume_14.txt,Skill,"প্রার্থী জাভা, স্প্রিং বুট ও পাইথন (বেসিক) ব্যবহার করে ব্যাকএন্ড ডেভেলপমেন্টে পারদর্শী এবং ফ্রন্টএন্ডে জাভাস্ক্রিপ্ট, রিঅ্যাক্ট জেএস এবং পোস্টগ্রেসকিউএল ডেটাবেজ পরিচালনা করতে পারদর্শী। এছাড়া রেস্টফুল এপিআই ডিজাইনে অভিজ্ঞতা রয়েছে।"
resume_15.txt,Objective,প্রার্থী হোটেল অপারেশনস ও অতিথি সেবার ডেটা বিশ্লেষণের মাধ্যমে গ্রাহক অভিজ্ঞতা উন্নত করতে ইচ্ছুক। ব্যবসায়িক সিদ্ধান্ত গ্রহণে গুরুত্বপূর্ণ ভূমিকা পালন করতে চান।
resume_15.txt,Experience,"প্রার্থী বর্তমানে গ্র্যান্ড সুলতানা হোটেলে ডেটা বিশ্লেষক ইন্টার্ন হিসেবে এক্সেল ও গুগল শিটস ব্যবহার করে অতিথি চেকইন/আউট এবং রিজার্ভেশন ডেটা সংগ্রহ, বিশ্লেষণ এবং বিশ্লেষণাত্মক কাজ করছেন। পূর্বে তিনি গ্র্যান্ড সুলতানা হোটেল থেকে অতিথি চেক ইন/আউট, রিজার্ভেশন তথ্য সংগ্রহ ও বিশ্লেষণ করেছেন।"
resume_15.txt,Education,প্রার্থী ২০১৮ থেকে ২০২২ পর্যন্ত সাউথইস্ট ইউনিভার্সিটি থেকে হোটেল ম্যানেজমেন্টে বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৫৫ অর্জন করেছেন।
resume_15.txt,Skill,"ডাটা বিশ্লেষণে এক্সেল ও গুগল শিটস ব্যবহার করে দক্ষতা রয়েছে, পাশাপাশি পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। প্রপার্টি ম্যানেজমেন্ট সিস্টেম (PMS) ডেটা বিশ্লেষণ এবং হোটেল অপারেশনস ও কাস্টমার সার্ভিস এক্সিলেন্সের অভিজ্ঞতা রয়েছে।"
resume_16.txt,Objective,প্রার্থী ফ্লাটার ডেভেলপার হিসেবে ইনোভেটিভ টিমে যোগ দিয়ে ক্রস-প্ল্যাটফর্ম মোবাইল অ্যাপ্লিকেশন তৈরি করতে ইচ্ছুক। ব্যবহারকারীর অভিজ্ঞতা উন্নত করে প্রতিষ্ঠানের সাফল্যে অবদান রাখতে চাই।
resume_16.txt,Experience,"ডাটা ডেভেলপার হিসেবে অ্যাপ ইনোভেশনস লিমিটেডে জুনিয়র সফটওয়্যার ডেভেলপার হিসেবে ডার্ট ও ফ্লাটার ফ্রেমওয়ার্ক ব্যবহার করে অ্যান্ড্রয়েড ও iOS অ্যাপ ডেভেলপমেন্ট, RESTful API ইন্টিগ্রেশন এবং প্রোভিডার ও Bloc ভিত্তিক স্টেট ম্যানেজমেন্ট বাস্তবায়ন করেছেন।"
resume_16.txt,Education,প্রার্থী ২০১৬ থেকে ২০২০ পর্যন্ত ড্যাফোডিল ইন্টারন্যাশনাল ইউনিভার্সিটি থেকে সফটওয়্যার ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৫২ অর্জন করেছেন।
resume_16.txt,Skill,"প্রার্থী Dart, Java ব্যবহার করে প্রোগ্রামিং ভাষায় দক্ষতা রাখেন এবং Flutter, Firebase ফ্রেমওয়ার্কে পারদর্শী। Git, Android Studio ও VS Code ব্যবহার করে API ইন্টিগ্রেশন (REST) সম্পন্ন করেছেন।"
resume_17.txt,Objective,প্রার্থী ল্যাবরেটরি টেস্ট ও গবেষণা সংক্রান্ত ডেটা বিশ্লেষণের মাধ্যমে জনস্বাস্থ্য ও কোয়ালিটি কন্ট্রোল প্রক্রিয়ার উন্নয়নে সক্রিয়ভাবে অবদান রাখতে চান।
resume_17.txt,Experience,"ডাটা বিশ্লেষক (ল্যাবরেটরি সায়েন্স) হিসেবে প্রিমিয়ার ডায়াগনস্টিক সেন্টারে ডেটা বিশ্লেষক হিসেবে এক্সেল ও এসপিএসএস ব্যবহার করে রক্ত, মূত্র এবং অন্যান্য নমুনার মাইক্রোবায়োলজিক্যাল টেস্টের ডেটা সংগ্রহ, বিশ্লেষণ এবং বিশ্লেষণ করেছেন। পূর্বে প্রিমিয়ার ডায়াগনস্টিক সেন্টার-এ ডেটা অ্যানালিস্ট হিসেবে এক্সেল, এসপিএসএস এবং এক্সেল ব্যবহার করে ব্লাড, মূত্র ও অন্যান্য নমুনায় মাইক্রোবায়োলজি টেস্ট ডেটা সংগ্রহ ও বিশ্লেষণ করেছি।"
resume_17.txt,Education,প্রার্থী ২০১৬ থেকে ২০১৭ পর্যন্ত ঢাকা বিশ্ববিদ্যালয় থেকে মাইক্রোবায়োলজিতে এম.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৭০ অর্জন করেছেন।
resume_17.txt,Skill,"প্রার্থী এক্সেল ও বেসিক এসকিউএল ব্যবহার করে ডেটা বিশ্লেষণ এবং পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। মাইক্রোবায়োলজিক্যাল অ্যাসেস ডেটা ম্যানেজমেন্ট, ল্যাবরেটরি টেকনিক ও গুড ল্যাবরেটরি প্র্যাকটিস (GLP) দক্ষতা রয়েছে।"
resume_18.txt,Objective,প্রার্থী নিরাপত্তা সংক্রান্ত লগ ডেটা বিশ্লেষণ ও থ্রেট ইন্টেলিজেন্সের মাধ্যমে প্রতিষ্ঠানের সাইবার নিরাপত্তা ব্যবস্থা শক্তিশালী করতে ইচ্ছুক। এই লক্ষ্য অর্জনে গুরুত্বপূর্ণ ভূমিকা পালন করতে চান।
resume_18.txt,Experience,"ডাটা বিশ্লেষক (সিকিউরিটি অ্যানালিটিক্স) হিসেবে সাইবার ডিফেন্ডারস লিমিটেডে ডেটা বিশ্লেষক হিসেবে এক্সেল ও এসকিউএল ব্যবহার করে SIEM টুলস থেকে নেটওয়ার্ক সিকিউরিটি লগ সংগ্রহ, বিশ্লেষণ এবং বিশ্লেষণাত্মক কাজ সম্পন্ন করেছেন।"
resume_18.txt,Education,প্রার্থী ২০১৬ থেকে ২০২০ পর্যন্ত নর্থ সাউথ ইউনিভার্সিটি থেকে কম্পিউটার সায়েন্স ও ইঞ্জিনিয়ারিং-এ বি.এসসি. সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৬০ অর্জন করেছেন।
resume_18.txt,Skill,"ডাটা বিশ্লেষণে এক্সেল ও বেসিক এসকিউএল ব্যবহার করে দক্ষতা রয়েছে, পাশাপাশি পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে সক্ষম। সিকিউরিটি লগ বিশ্লেষণ এবং Splunk টুলস ব্যবহার করে থ্রেট হান্টিং ও ভালনারেবিলিটি ম্যানেজমেন্টে পারদর্শী।"
resume_19.txt,Objective,ডাটা মডেলিং ও ট্রেন্ড বিশ্লেষণে ডিজিটাল টুল ও অটোমেশন সমাধান তৈরি করতে ইচ্ছুক। ফ্যাশন ডিজাইন ও ট্রেন্ড অ্যানালিসিসের মাধ্যমে ফ্যাশন ইন্ডাস্ট্রির ডিজিটাল রূপান্তরে সক্রিয়ভাবে অবদান রাখতে চান।
resume_19.txt,Experience,"প্রার্থী সফটওয়্যার ইঞ্জিনিয়ার (ফ্যাশন টেক) হিসেবে ট্রেন্ডসেটারস টেকনোলজিসে সফটওয়্যার ইঞ্জিনিয়ার হিসেবে পাইথন ও জ্যাঙ্গো ব্যবহার করে ফ্যাশন ডিজাইন অ্যাসেট ম্যানেজমেন্ট সিস্টেম তৈরি করেছেন, যা ডিজাইন, ফ্যাব্রিক ও প্রোডাকশন ডেটা সংরক্ষণ ও ট্র্যাক করতে সক্ষম।"
resume_19.txt,Education,প্রার্থী ২০১৩ থেকে ২০১৭ পর্যন্ত শান্তা-মারিয়াম ইউনিভার্সিটি অফ ক্রিয়েটিভ টেকনোলজি থেকে ফ্যাশন ডিজাইনে বিএফএ (ফ্যাশন ডিজাইন) সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৪৮ অর্জন করেছেন।
resume_19.txt,Skill,"প্রার্থী জাভাস্ক্রিপ্ট ও রিঅ্যাক্ট জেএস ব্যবহার করে ব্যাকএন্ড ডেভেলপমেন্টে পারদর্শী এবং পাইথন ও জ্যাঙ্গো দিয়ে ব্যাকএন্ড তৈরি করতে পারদর্শী। পোস্টগ্রেসকিউএল ডেটাবেজে Adobe Illustrator, Photoshop, Figma সহ ডিজাইন সফ্টওয়্যারের অভিজ্ঞতা রয়েছে।"
resume_2.txt,Objective,প্রার্থী বৃহৎ ডেটাসেট প্রক্রিয়াকরণ ও স্কেলেবল ডেটা পাইপলাইন নির্মাণের মাধ্যমে প্রতিষ্ঠানের সিদ্ধান্ত গ্রহণ প্রক্রিয়ায় কার্যকর ভূমিকা রাখতে ইচ্ছুক।
resume_2.txt,Experience,"ডাটা ইঞ্জিনিয়ার হিসেবে টেকসোল লিমিটেডে ডেটা ইঞ্জিনিয়ার হিসেবে ইটিএল (Extract, Transform, Load) পাইপলাইন ডিজাইন ও বাস্তবায়ন করে ডেটা প্রসেসিং সময় ৫০% কমিয়েছেন।"
resume_2.txt,Education,"প্রার্থী ২০১৭ থেকে ২০১৯ পর্যন্ত বাংলাদেশ প্রকৌশল বিশ্ববিদ্যালয় থেকে ডেটা সায়েন্সে এম.এসসি সম্পন্ন করেছেন, যেখানে সিজিপিএ ৩.৮০/৪.০০ (২০১৭২০১৯) অর্জন করেছেন।"
resume_2.txt,Skill,"প্রার্থী পাইথন, সাইথন, এসকিউএল ও বাশ প্রোগ্রামিং ভাষায় দক্ষ এবং অ্যাপাচি স্পার্ক, হাডুপ, কাফকাসহ বিগ ডেটা টুলসে পারদর্শী। তিনি PostgreSQL, MongoDB, Cassandra ডেটাবেজ পরিচালনা করেন এবং পাওয়ার বিআই ও টেবলু দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী।"
resume_20.txt,Objective,প্রার্থী লজিস্টিকস ও ইনভেন্টরি ডেটা বিশ্লেষণের মাধ্যমে অপারেশনাল দক্ষতা বৃদ্ধি করতে ইচ্ছুক। সিদ্ধান্ত গ্রহণ প্রক্রিয়ায় গুরুত্বপূর্ণ ভূমিকা পালন করে সংস্থার সাফল্যে অবদান রাখতে চান।
resume_20.txt,Experience,"ডাটা বিশ্লেষক (লজিস্টিকস) হিসেবে স্পিডি ডেলিভারি সার্ভিসেসে ডেটা বিশ্লেষক হিসেবে এক্সেল ও এসকিউএল ব্যবহার করে ডোমেস্টিক ও ইন্টারন্যাশনাল শিপমেন্টের ডেটা সংগ্রহ, বিশ্লেষণ এবং বিশ্লেষণ করেছেন।"
resume_20.txt,Education,প্রার্থী ২০১৫ থেকে ২০১৯ পর্যন্ত বাংলাদেশ ইউনিভার্সিটি অফ প্রফেশনালস থেকে সাপ্লাই চেইন ম্যানেজমেন্টে বি.বি.এ সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৩০ অর্জন করেছেন।
resume_20.txt,Skill,"ডাটা বিশ্লেষণে এক্সেল ও এসকিউএল ব্যবহার করে দক্ষতা রয়েছে, পাশাপাশি পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। SAP MM মডিউলের মাধ্যমে সাপ্লাই চেইন ম্যানেজমেন্ট ও ইনভেন্টরি কন্ট্রোল করা যায়।"
resume_21.txt,Objective,প্রার্থী মানসিক স্বাস্থ্য সংক্রান্ত ডেটা ও থেরাপি ফলাফল বিশ্লেষণের মাধ্যমে চিকিৎসা কার্যকারিতা বাড়াতে ইচ্ছুক। রোগীর সেবার মান উন্নয়নে গুরুত্বপূর্ণ ভূমিকা পালন করতে চান।
resume_21.txt,Experience,"ডাটা বিশ্লেষক হিসেবে মাইন্ড কেয়ার সেন্টারে ডেটা বিশ্লেষক (ক্লিনিক্যাল রিসার্চ) হিসেবে এক্সেল ও এসকিউএল ব্যবহার করে রোগীদের সাইকোলজিক্যাল মূল্যায়ন, WAIS, Rorschach) এবং থেরাপি সেশনের ডেটা সংগ্রহ ও বিশ্লেষণ করেছেন।"
resume_21.txt,Education,প্রার্থী ২০১৮ থেকে ২০২০ পর্যন্ত ঢাকা বিশ্ববিদ্যালয় থেকে ক্লিনিক্যাল সাইকোলজিতে এম.ফিল সম্পন্ন করেছেন। সিজিপিএ ৪.০০ এর মধ্যে ৩.৭৫ অর্জন করেছেন।
resume_21.txt,Skill,"ডাটা বিশ্লেষণে এক্সেল ও বেসিক এসকিউএল ব্যবহার করে দক্ষতা রয়েছে, পাশাপাশি পাওয়ার বিআই দিয়ে ডেটা ভিজুয়ালাইজেশন করতে পারদর্শী। ক্লিনিক্যাল ডেটা ম্যানেজমেন্ট, সাইকোলজিক্যাল মূল্যায়ন এবং গবেষণা মেথডোলজিতে অভিজ্ঞতা রয়েছে।"
resume_22.txt,Objective,"প্রার্থী এগ্রো-প্রসেসিং কোম্পানি বা গবেষণা প্রতিষ্ঠানে ইঞ্জিনিয়ার হিসেবে কাজ করতে ইচ্ছুক। কৃষি যন্ত্রপাতি, সেচ ব্যবস্থা এবং ফলন উন্নয়নে প্রযুক্তিগত সমাধান প্রদান করে প্রতিষ্ঠানের সাফল্যে অবদান রাখতে চাই।"
